CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location
93704,9000383210,2009383210,010,HOMICIDE,HOMICIDE,HOMICIDE,11/02/2009 09:34:00 AM,29XX BLOCK OF E YESLER WAY,G,G3,8800.3010,-122.294334431,47.601651037,"(47.601651037, -122.294334431)"
640104,10000000327,2010327,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,01/01/2010 07:51:00 AM,36 AV S / S ADAMS ST,R,R3,10100.5043,-122.287389722,47.565396854,"(47.565396854, -122.287389722)"
155693,10000002431,2010002431,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/03/2010 03:27:00 AM,22XX BLOCK OF WESTERN AVE,M,M1,8002.2001,-122.346722395,47.612326001,"(47.612326001, -122.346722395)"
640097,10000005615,20105615,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,01/06/2010 08:39:00 AM,38XX BLOCK OF LAKE WASHINGTON BV S,R,R3,10100.1003,-122.274911683,47.569840375,"(47.569840375, -122.274911683)"
109768,10000059520,2010059520,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/21/2010 09:28:00 PM,3XX BLOCK OF PIKE ST,K,K1,8100.2009,-122.337238175,47.609981889,"(47.609981889, -122.337238175)"
17129,10000166367,2010166367,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,05/21/2010 02:27:00 AM,52XX BLOCK OF BROOKLYN AVE NE,U,U3,4400.4001,-122.314168862,47.667499673,"(47.667499673, -122.314168862)"
142453,10000215685,2010215685,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,06/25/2010 03:19:00 PM,41XX BLOCK OF E MADISON ST,C,C3,6300.2003,-122.279025415,47.635099345,"(47.635099345, -122.279025415)"
18678,10000216362,2010216362,049,"ASSAULTS, GANG RELATED ",ASSAULTS,ASSAULTS,06/26/2010 01:35:00 AM,91XX BLOCK OF 50TH AVE S,S,S2,11800.4006,-122.271376799,47.521674093,"(47.521674093, -122.271376799)"
34742,10000235568,2010235568,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/09/2010 09:52:00 PM,1XX BLOCK OF 14TH AVE,G,G1,8600.3007,-122.314179501,47.602185021,"(47.602185021, -122.314179501)"
24392,10000243088,2010243088,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,07/15/2010 01:27:00 PM,51XX BLOCK OF CLOVERDALE PL S,S,S3,11800.4000,-122.269006741,47.526821692,"(47.526821692, -122.269006741)"
15749,10000246327,2010246327,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/17/2010 09:30:00 PM,5XX BLOCK OF S CLOVERDALE ST,F,F3,11200.1006,-122.326892912,47.526477211,"(47.526477211, -122.326892912)"
15760,10000246521,2010246521,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/17/2010 09:48:00 PM,45XX BLOCK OF 7TH AVE NE,U,U2,5200.5004,-122.320726224,47.661562506,"(47.661562506, -122.320726224)"
16121,10000246891,2010246891,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 03:16:00 AM,84XX BLOCK OF 18TH AVE SW,F,F2,11400.2017,-122.357763435,47.527388766,"(47.527388766, -122.357763435)"
16128,10000246814,2010246814,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 03:32:00 AM,48XX BLOCK OF 17TH AVE NW,J,J2,4700.4021,-122.378891817,47.664177331,"(47.664177331, -122.378891817)"
16044,10000246661,2010246661,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 03:32:00 AM,8XX BLOCK OF NW 53RD ST,J,J2,4800.4005,-122.367394667,47.667168551,"(47.667168551, -122.367394667)"
16280,10000246933,2010246933,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 04:34:00 AM,104XX BLOCK OF 51ST AVE S,S,S3,11900.5004,-122.270132873,47.50658705,"(47.50658705, -122.270132873)"
16198,10000246829,2010246829,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 06:05:00 AM,12XX BLOCK OF E PINE ST,C,C2,7500.4013,-122.316201377,47.615268401,"(47.615268401, -122.316201377)"
16223,10000247015,2010247015,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 07:29:00 AM,46XX BLOCK OF S HENDERSON ST,S,S2,11800.4002,-122.273537907,47.523310098,"(47.523310098, -122.273537907)"
16274,10000247070,2010247070,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 09:37:00 AM,44XX BLOCK OF GREEN LAKE WAY N,J,J3,5000.3009,-122.347001982,47.660979279,"(47.660979279, -122.347001982)"
16248,10000247055,2010247055,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 11:29:00 AM,16XX BLOCK OF THORNDYKE AVE W,Q,Q1,5600.8018,-122.391069528,47.634672761,"(47.634672761, -122.391069528)"
16345,10000247330,2010247330,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 03:24:00 PM,2XX BLOCK OF UNION ST,K,K1,8100.2010,-122.337439984,47.608524196,"(47.608524196, -122.337439984)"
16611,10000247371,2010247371,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 05:25:00 PM,39XX BLOCK OF S KENYON ST,S,S2,11000.2009,-122.282033476,47.531537725,"(47.531537725, -122.282033476)"
16483,10000247532,2010247532,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 08:19:00 PM,1XX BLOCK OF WARREN AVE N,D,D1,7100.2017,-122.354142695,47.619180298,"(47.619180298, -122.354142695)"
16728,10000247698,2010247698,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 08:38:00 PM,2XX BLOCK OF YESLER WAY,K,K2,8100.2042,-122.331124149,47.601717571,"(47.601717571, -122.331124149)"
16737,10000247715,2010247715,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/18/2010 09:43:00 PM,3XX BLOCK OF VINE ST,M,M1,7200.2014,-122.347534379,47.616911063,"(47.616911063, -122.347534379)"
16868,10000247991,2010247991,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,07/19/2010 03:12:00 AM,1XX BLOCK OF YALE AVE N,D,D2,7300.2002,-122.330415001,47.619197972,"(47.619197972, -122.330415001)"
17137,10000248340,2010248340,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/19/2010 12:37:00 PM,5XX BLOCK OF MINOR AVE,E,E3,8500.2008,-122.321145566,47.606647066,"(47.606647066, -122.321145566)"
17236,10000248447,2010248447,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/19/2010 03:19:00 PM,38XX BLOCK OF GILMAN AVE W,Q,Q1,5801.3000,-122.385221291,47.654774973,"(47.654774973, -122.385221291)"
17278,10000248460,2010248460,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/19/2010 06:08:00 PM,77XX BLOCK OF 14TH AVE SW,F,F3,11300.5003,-122.352759418,47.53274516,"(47.53274516, -122.352759418)"
17373,10000248799,2010248799,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/19/2010 07:37:00 PM,2XX BLOCK OF SENECA ST,K,K1,8100.2015,-122.335878956,47.606818042,"(47.606818042, -122.335878956)"
17581,10000248881,2010248881,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/19/2010 09:04:00 PM,2XX BLOCK OF YESLER WAY,K,K2,8100.2035,-122.331124149,47.601717571,"(47.601717571, -122.331124149)"
17512,10000248828,2010248828,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/19/2010 09:30:00 PM,137XX BLOCK OF LINDEN AVE N,N,N1,401.1013,-122.347730015,47.728224593,"(47.728224593, -122.347730015)"
17565,10000249002,2010249002,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/19/2010 11:06:00 PM,1XX BLOCK OF JAMES ST,K,K3,8100.1054,-122.333211286,47.602016055,"(47.602016055, -122.333211286)"
17777,10000248832,2010248832,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 05:43:00 AM,23XX BLOCK OF SW BRANDON ST,F,F1,10800.3010,-122.362353715,47.553718333,"(47.553718333, -122.362353715)"
17889,10000249341,2010249341,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 08:46:00 AM,13XX BLOCK OF E PINE ST,C,C2,7500.2007,-122.31489548,47.615277436,"(47.615277436, -122.31489548)"
17856,10000249427,2010249427,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 09:49:00 AM,5XX BLOCK OF BROADWAY,E,E3,8600.2004,-122.320751346,47.606843704,"(47.606843704, -122.320751346)"
17804,10000249540,2010249540,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 11:27:00 AM,85XX BLOCK OF 14TH AVE S,F,F3,11200.3002,-122.314849129,47.526877095,"(47.526877095, -122.314849129)"
17907,10000249335,2010249335,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 11:48:00 AM,141XX BLOCK OF LINDEN AVE N,N,N1,401.1006,-122.34777183,47.731676965,"(47.731676965, -122.34777183)"
17945,10000249560,2010249560,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 01:37:00 PM,5XX BLOCK OF 3RD AVE,K,K2,8100.2036,-122.331082201,47.602412413,"(47.602412413, -122.331082201)"
18005,10000249679,2010249679,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 04:16:00 PM,26XX BLOCK OF CALIFORNIA AVE SW,W,W1,9800.8003,-122.386583566,47.580252743,"(47.580252743, -122.386583566)"
18284,10000249750,2010249750,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 05:17:00 PM,24XX BLOCK OF S IRVING ST,G,G2,9500.6006,-122.299888346,47.591221064,"(47.591221064, -122.299888346)"
19060,10000249870,2010249870,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 06:01:00 PM,22XX BLOCK OF LAKE WASHINGTON BLVD S,R,R1,9500.1024,-122.283705775,47.578873414,"(47.578873414, -122.283705775)"
18158,10000249929,2010249929,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 06:18:00 PM,XX BLOCK OF S SPOKANE ST,O,O2,9300.3080,-122.341555945,47.571626803,"(47.571626803, -122.341555945)"
18299,10000249954,2010249954,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 06:28:00 PM,4XX BLOCK OF 3RD AVE,K,K2,8100.2041,-122.330510335,47.601885903,"(47.601885903, -122.330510335)"
18264,10000249962,2010249962,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 07:07:00 PM,14XX BLOCK OF 3RD AVE,K,K1,8100.2010,-122.337338755,47.60925298,"(47.60925298, -122.337338755)"
18407,10000250082,2010250082,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 08:36:00 PM,36XX BLOCK OF STONE WAY N,J,J3,5400.4010,-122.342626849,47.651620019,"(47.651620019, -122.342626849)"
18346,10000250195,2010250195,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/20/2010 10:06:00 PM,15XX BLOCK OF AURORA AVE N,D,D1,6700.1007,-122.343500195,47.632858771,"(47.632858771, -122.343500195)"
18535,10000250355,2010250355,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 12:40:00 AM,24XX BLOCK OF NW 60TH ST,B,B2,3200.2007,-122.388695082,47.672375662,"(47.672375662, -122.388695082)"
18548,10000250527,2010250527,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 01:02:00 AM,44XX BLOCK OF 35TH AVE SW,W,W2,10500.1000,-122.376190342,47.563055862,"(47.563055862, -122.376190342)"
18625,10000250461,2010250461,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 01:41:00 AM,45XX BLOCK OF LEARY WAY NW,J,J2,4700.2025,-122.367511968,47.661830313,"(47.661830313, -122.367511968)"
18633,10000250599,2010250599,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 03:28:00 AM,1XX BLOCK OF PINE ST,M,M3,8100.1006,-122.340367253,47.610046277,"(47.610046277, -122.340367253)"
18648,10000250128,2010250128,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,07/21/2010 04:19:00 AM,XX BLOCK OF S MAIN ST,G,G2,9000.3001,-122.308313316,47.599999894,"(47.599999894, -122.308313316)"
18725,10000250689,2010250689,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 07:23:00 AM,2XX BLOCK OF BELL ST,M,M2,7200.2022,-122.345223492,47.614372206,"(47.614372206, -122.345223492)"
19057,10000250956,2010250956,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 12:30:00 PM,65XX BLOCK OF SAND POINT WAY NE,L,L3,4000.1000,-122.263550269,47.676197107,"(47.676197107, -122.263550269)"
18971,10000250967,2010250967,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 12:58:00 PM,1XX BLOCK OF S KING ST,K,K3,9300.2002,-122.332233227,47.598288676,"(47.598288676, -122.332233227)"
18939,10000250986,2010250986,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 03:10:00 PM,4XX BLOCK OF CEDAR ST,M,M1,7200.2006,-122.347622706,47.6183435,"(47.6183435, -122.347622706)"
19204,10000251420,2010251420,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 07:07:00 PM,22XX BLOCK OF LAKE WASHINGTON BLVD S,R,R1,9500.1024,-122.283705775,47.578873414,"(47.578873414, -122.283705775)"
19237,10000251437,2010251437,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 07:53:00 PM,20XX BLOCK OF 3RD AVE,M,M2,8002.1001,-122.341542601,47.612782411,"(47.612782411, -122.341542601)"
19215,10000251427,2010251427,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/21/2010 08:00:00 PM,110XX BLOCK OF 5TH AVE NE,L,L2,1200.3002,-122.323289825,47.70908766,"(47.70908766, -122.323289825)"
19490,10000251727,2010251727,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 01:34:00 AM,11XX BLOCK OF 1ST AVE,M,M3,8100.1031,-122.337217582,47.605765025,"(47.605765025, -122.337217582)"
19608,10000251889,2010251889,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 03:14:00 AM,10XX BLOCK OF E PIKE ST,E,E2,7500.4010,-122.318793866,47.614089799,"(47.614089799, -122.318793866)"
19707,10000252125,2010252125,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 10:03:00 AM,21XX BLOCK OF 2ND AVE,M,M3,8002.1003,-122.343702997,47.612886564,"(47.612886564, -122.343702997)"
19715,10000252222,2010252222,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 10:30:00 AM,14XX BLOCK OF S COLLEGE ST,O,O1,9400.4012,-122.314046489,47.582983641,"(47.582983641, -122.314046489)"
19841,10000251903,2010251903,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 01:15:00 PM,84XX BLOCK OF AURORA AVE N,J,J1,2800.1000,-122.344520045,47.690199289,"(47.690199289, -122.344520045)"
19940,10000252437,2010252437,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 04:00:00 PM,5XX BLOCK OF BROADWAY,E,E3,8600.2004,-122.320751346,47.606843704,"(47.606843704, -122.320751346)"
20138,10000252729,2010252729,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 07:33:00 PM,83XX BLOCK OF RAINIER AVE S,S,S2,11800.6005,-122.269987327,47.529330662,"(47.529330662, -122.269987327)"
20158,10000252830,2010252830,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 09:21:00 PM,68XX BLOCK OF HOLLY PARK DR S,S,S1,11000.5012,-122.287443865,47.539097092,"(47.539097092, -122.287443865)"
20309,10000252768,2010252768,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 10:20:00 PM,19XX BLOCK OF 2ND AVE,M,M2,8002.1000,-122.341102353,47.611348536,"(47.611348536, -122.341102353)"
20274,10000252993,2010252993,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 10:52:00 PM,28XX BLOCK OF S MYRTLE ST,O,O3,11000.3000,-122.293751048,47.538912489,"(47.538912489, -122.293751048)"
20195,10000252899,2010252899,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/22/2010 10:58:00 PM,46XX BLOCK OF S FONTANELLE ST,S,S2,11101.3001,-122.273987704,47.535918807,"(47.535918807, -122.273987704)"
20365,10000253194,2010253194,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 12:59:00 AM,22XX BLOCK OF WESTERN AVE,M,M1,8002.2001,-122.346722395,47.612326001,"(47.612326001, -122.346722395)"
20481,10000253192,2010253192,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 02:58:00 AM,1XX BLOCK OF S WASHINGTON ST,K,K3,9200.2014,-122.332224224,47.600880421,"(47.600880421, -122.332224224)"
20404,10000253229,2010253229,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,07/23/2010 03:09:00 AM,12XX BLOCK OF E JEFFERSON ST,E,E3,8600.1016,-122.316125603,47.606200257,"(47.606200257, -122.316125603)"
20505,10000252969,2010252969,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 03:38:00 AM,45XX BLOCK OF UNIVERSITY WAY NE,U,U3,5301.2009,-122.313115706,47.662180577,"(47.662180577, -122.313115706)"
20518,10000253132,2010253132,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,07/23/2010 04:44:00 AM,40XX BLOCK OF CALIFORNIA AVE SW,W,W2,9800.6006,-122.386770452,47.567463999,"(47.567463999, -122.386770452)"
20576,10000253341,2010253341,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 06:06:00 AM,9XX BLOCK OF HOWELL ST,D,D2,7300.2024,-122.33273669,47.615154955,"(47.615154955, -122.33273669)"
20598,10000253589,2010253589,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 11:44:00 AM,2XX BLOCK OF MINOR AVE N,D,D2,7300.1018,-122.332983082,47.620237789,"(47.620237789, -122.332983082)"
20727,10000253606,2010253606,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 01:08:00 PM,19XX BLOCK OF BOREN AVE,D,D2,7300.2011,-122.333368028,47.617329291,"(47.617329291, -122.333368028)"
20812,10000253751,2010253751,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 01:34:00 PM,10XX BLOCK OF E UNION ST,E,E2,7500.4020,-122.318778522,47.612935636,"(47.612935636, -122.318778522)"
21281,10000254275,2010254275,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 10:40:00 PM,102XX BLOCK OF AURORA AVE N,N,N2,1300.4013,-122.344670445,47.703059536,"(47.703059536, -122.344670445)"
21146,10000254281,2010254281,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/23/2010 11:40:00 PM,23XX BLOCK OF E PIKE ST,G,G1,7700.3014,-122.302040627,47.61414984,"(47.61414984, -122.302040627)"
21331,10000254425,2010254425,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 12:33:00 AM,85XX BLOCK OF FREMONT AVE N,B,B3,2800.5000,-122.349916233,47.690941233,"(47.690941233, -122.349916233)"
21387,10000254545,2010254545,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 01:23:00 AM,2XX BLOCK OF BELL ST,M,M2,7200.2022,-122.345223492,47.614372206,"(47.614372206, -122.345223492)"
21436,10000254675,2010254675,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 02:40:00 AM,35XX BLOCK OF S GENESEE ST,R,R1,10100.5017,-122.288801003,47.564203472,"(47.564203472, -122.288801003)"
21469,10000254772,2010254772,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 03:32:00 AM,64XX BLOCK OF 9TH AVE NE,U,U1,3600.1029,-122.318702228,47.675413336,"(47.675413336, -122.318702228)"
21385,10000254799,2010254799,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 04:04:00 AM,25XX BLOCK OF SW BARTON ST,F,F2,11400.3007,-122.365221011,47.521022536,"(47.521022536, -122.365221011)"
21555,10000254744,2010254744,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 05:16:00 AM,8XX BLOCK OF NE 45TH ST,U,U2,5200.5008,-122.319172553,47.661308851,"(47.661308851, -122.319172553)"
21543,10000254792,2010254792,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 07:16:00 AM,17XX BLOCK OF MELROSE AVE,E,E1,7400.5007,-122.327864012,47.617783416,"(47.617783416, -122.327864012)"
21545,10000254701,2010254701,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 07:21:00 AM,3XX BLOCK OF STEWART ST,M,M2,7200.1068,-122.339162164,47.6119615,"(47.6119615, -122.339162164)"
21616,10000254798,2010254798,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,07/24/2010 09:14:00 AM,15XX BLOCK OF RAINIER AVE S,O,O1,9400.2030,-122.305888686,47.588490808,"(47.588490808, -122.305888686)"
21948,10000255236,2010255236,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 06:09:00 PM,16XX BLOCK OF 11TH AVE,C,C2,7500.5008,-122.318168851,47.615838399,"(47.615838399, -122.318168851)"
21896,10000255536,2010255536,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 07:24:00 PM,72XX BLOCK OF E GREEN LAKE DR N,J,J1,4600.1000,-122.325963434,47.680506461,"(47.680506461, -122.325963434)"
22134,10000255601,2010255601,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 08:33:00 PM,16XX BLOCK OF 11TH AVE,C,C2,7500.5008,-122.318168851,47.615838399,"(47.615838399, -122.318168851)"
22184,10000255602,2010255602,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 08:57:00 PM,17XX BLOCK OF BELMONT AVE,E,E1,7400.4003,-122.324495885,47.617046946,"(47.617046946, -122.324495885)"
22203,10000255664,2010255664,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 09:09:00 PM,5XX BLOCK OF OCCIDENTAL AVE S,K,K3,9300.2002,-122.333268217,47.596783427,"(47.596783427, -122.333268217)"
22076,10000255574,2010255574,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 11:33:00 PM,26XX BLOCK OF ALKI AVE SW,W,W1,9701.3002,-122.407524043,47.580269691,"(47.580269691, -122.407524043)"
22129,10000255642,2010255642,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/24/2010 11:58:00 PM,4XX BLOCK OF PINE ST,M,M2,8100.2001,-122.337320426,47.611321241,"(47.611321241, -122.337320426)"
22227,10000255795,2010255795,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 12:06:00 AM,14XX BLOCK OF ALASKAN WAY,M,M3,8100.1027,-122.342353366,47.607665979,"(47.607665979, -122.342353366)"
22387,10000256000,2010256000,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 03:30:00 AM,2XX BLOCK OF JAMES ST,K,K2,8100.2035,-122.331963986,47.60253739,"(47.60253739, -122.331963986)"
22325,10000255928,2010255928,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 03:48:00 AM,12XX BLOCK OF HARBOR AVE SW,W,W1,9600.5000,-122.382374917,47.591314248,"(47.591314248, -122.382374917)"
22419,10000255934,2010255934,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 03:54:00 AM,26XX BLOCK OF CALIFORNIA AVE SW,W,W1,9800.8002,-122.386583566,47.580252743,"(47.580252743, -122.386583566)"
22330,10000255832,2010255832,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 03:57:00 AM,31XX BLOCK OF S ALASKA ST,R,R2,10300.4003,-122.292036907,47.560779256,"(47.560779256, -122.292036907)"
22522,10000256146,2010256146,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 04:44:00 AM,9XX BLOCK OF E PIKE ST,E,E2,8400.1017,-122.320113575,47.614080416,"(47.614080416, -122.320113575)"
22730,10000256335,2010256335,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 02:48:00 PM,13XX BLOCK OF N 115TH ST,N,N1,600.4003,-122.338090378,47.7123018,"(47.7123018, -122.338090378)"
22853,10000256530,2010256530,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 04:59:00 PM,96XX BLOCK OF 17TH AVE SW,99,99,NULL,-122.356500515,47.516446338,"(47.516446338, -122.356500515)"
22779,10000256807,2010256807,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 08:15:00 PM,20XX BLOCK OF E UNION ST,G,G1,7900.1008,-122.30559753,47.612915458,"(47.612915458, -122.30559753)"
23050,10000256752,2010256752,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 09:30:00 PM,105XX BLOCK OF MERIDIAN AVE N,N,N3,1200.5004,-122.333937607,47.705489942,"(47.705489942, -122.333937607)"
22987,10000256856,2010256856,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 10:59:00 PM,9XX BLOCK OF E PIKE ST,E,E2,8400.1017,-122.320113575,47.614080416,"(47.614080416, -122.320113575)"
23071,10000256980,2010256980,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/25/2010 11:22:00 PM,4XX BLOCK OF BROADWAY,E,E3,8600.2005,-122.320749187,47.605719685,"(47.605719685, -122.320749187)"
23218,10000256992,2010256992,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/26/2010 02:35:00 AM,56XX BLOCK OF 4TH AVE S,O,O2,10900.2047,-122.32956131,47.552281475,"(47.552281475, -122.32956131)"
23222,10000257009,2010257009,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/26/2010 03:16:00 AM,89XX BLOCK OF AURORA AVE N,N,N2,1800.2003,-122.344560665,47.693823402,"(47.693823402, -122.344560665)"
23158,10000257240,2010257240,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/26/2010 04:22:00 AM,22XX BLOCK OF 1ST AVE,M,M1,8001.2008,-122.34586311,47.612990814,"(47.612990814, -122.34586311)"
23272,10000257096,2010257096,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/26/2010 04:39:00 AM,22XX BLOCK OF 1ST AVE,M,M1,8002.2001,-122.34586311,47.612990814,"(47.612990814, -122.34586311)"
23276,10000257233,2010257233,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,07/26/2010 05:18:00 AM,92XX BLOCK OF 8TH AVE SW,F,F3,11300.1016,-122.345437708,47.520052082,"(47.520052082, -122.345437708)"
