CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location
717304,12000023377,201223377,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 11:28:00 AM,2 AV ET S / S WASHINGTON ST,K,K2,9200.2015,-122.331216231,47.600877085,"(47.600877085, -122.331216231)"
717306,12000023416,201223416,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 12:15:00 PM,51XX BLOCK OF S CRESTON ST,S,S3,11900.5003,-122.267451593,47.507022065,"(47.507022065, -122.267451593)"
717449,12000023351,201223351,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 01:52:00 PM,18XX BLOCK OF N 135TH ST,N,N1,600.1014,-122.337582725,47.726854515,"(47.726854515, -122.337582725)"
717443,12000023618,201223618,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 04:13:00 PM,16XX BLOCK OF E OLIVE ST,C,C2,7900.5007,-122.310803281,47.616444399,"(47.616444399, -122.310803281)"
717616,12000023725,201223725,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 06:11:00 PM,BOYLSTON AV / MARION ST,E,E2,8400.2011,-122.3211598,47.610013781,"(47.610013781, -122.3211598)"
717586,12000023830,201223830,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 07:48:00 PM,15XX BLOCK OF NW 57TH ST,B,B2,4700.3010,-122.377548128,47.67017314,"(47.67017314, -122.377548128)"
717666,12000023840,201223840,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 09:11:00 PM,10XX BLOCK OF S HENDERSON ST,F,F3,11200.3012,-122.318990061,47.523054333,"(47.523054333, -122.318990061)"
717731,12000023867,201223867,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 09:20:00 PM,123XX BLOCK OF 30TH AVE NE,L,L2,700.3002,-122.296328513,47.718452815,"(47.718452815, -122.296328513)"
717759,12000023933,201223933,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 09:52:00 PM,24XX BLOCK OF 4TH AVE S,O,O2,9300.3026,-122.329055962,47.580851337,"(47.580851337, -122.329055962)"
717767,12000023887,201223887,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/25/2012 10:58:00 PM,5XX BLOCK OF 3RD AVE,K,K2,8100.2036,-122.331082201,47.602412413,"(47.602412413, -122.331082201)"
717821,12000024016,201224016,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 12:56:00 AM,35 AV SW / SW MORGAN ST,W,W3,10600.2000,-122.376447894,47.544680386,"(47.544680386, -122.376447894)"
717921,12000024263,201224263,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 06:06:00 AM,25XX BLOCK OF E COLUMBIA ST,G,G3,8800.5009,-122.299507982,47.609012931,"(47.609012931, -122.299507982)"
748463,12000024455,201224455,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 12:31:00 PM,46XX BLOCK OF SUNNYSIDE AVE N,J,J3,5100.1002,-122.330141607,47.66384885,"(47.66384885, -122.330141607)"
1218206,12000024500,201224500,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 12:48:00 PM,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165513,47.616053298,"(47.616053298, -122.336165513)"
718304,12000024443,201224443,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 04:56:00 PM,3 AV / PIKE ST,K,K1,8100.2010,-122.337793005,47.609748462,"(47.609748462, -122.337793005)"
720291,12000024532,201224532,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 06:49:00 PM,85XX BLOCK OF AURORA AVE N,N,N2,1800.2014,-122.344526226,47.690924886,"(47.690924886, -122.344526226)"
718325,12000024913,201224913,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 07:14:00 PM,3XX BLOCK OF 2ND AV ET S,K,K2,9200.2021,-122.3308075,47.60046424,"(47.60046424, -122.3308075)"
718466,12000024980,201224980,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 09:30:00 PM,5XX BLOCK OF PINE ST,K,K1,8200.1004,-122.335928553,47.611904236,"(47.611904236, -122.335928553)"
718440,12000025054,201225054,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 10:11:00 PM,14XX BLOCK OF 5TH AVE,K,K1,8200.1013,-122.335119806,47.610181663,"(47.610181663, -122.335119806)"
719071,12000024868,201224868,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 11:21:00 PM,92XX BLOCK OF RAINIER AVE S,S,S3,11800.6015,-122.269990445,47.520556161,"(47.520556161, -122.269990445)"
718396,12000024971,201224971,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/26/2012 11:31:00 PM,60XX BLOCK OF 32ND AVE S,S,S1,10400.2011,-122.291552345,47.547051336,"(47.547051336, -122.291552345)"
718613,12000025167,201225167,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,01/27/2012 06:23:00 AM,27XX BLOCK OF 47TH AVE SW,W,W1,9702.1009,-122.390838166,47.50820217,"(47.50820217, -122.390838166)"
718676,12000025458,201225458,010,HOMICIDE,HOMICIDE,HOMICIDE,01/27/2012 09:52:00 AM,11XX BLOCK OF UNIVERSITY ST,D,D3,8300.2009,-122.326541795,47.611711146,"(47.611711146, -122.326541795)"
718810,12000025637,201225637,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/27/2012 02:34:00 PM,18XX BLOCK OF N 135TH ST,N,N1,600.1014,-122.337582725,47.726854515,"(47.726854515, -122.337582725)"
718902,12000025798,201225798,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,01/27/2012 03:08:00 PM,30XX BLOCK OF S MYRTLE ST,O,O3,11000.3000,-122.293751048,47.538912489,"(47.538912489, -122.293751048)"
719104,12000026095,201226095,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/27/2012 08:52:00 PM,3XX BLOCK OF 14TH AVE E,C,C2,7500.1007,-122.314679129,47.62153734,"(47.62153734, -122.314679129)"
719155,12000026161,201226161,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/27/2012 10:51:00 PM,18XX BLOCK OF EASTLAKE AVE,D,D2,7300.2015,-122.329153404,47.61823776,"(47.61823776, -122.329153404)"
719079,12000026382,201226382,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 12:10:00 AM,12XX BLOCK OF S CLOVERDALE ST,F,F3,11200.3009,-122.316246131,47.526444721,"(47.526444721, -122.316246131)"
719308,12000026397,201226397,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 12:50:00 AM,117XX BLOCK OF AURORA AVE N,N,N1,600.3005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)"
719379,12000026452,201226452,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 02:51:00 AM,10XX BLOCK OF E PIKE ST,E,E2,7500.4010,-122.318793866,47.614089799,"(47.614089799, -122.318793866)"
719324,12000026414,201226414,049,"ASSAULTS, GANG RELATED ",ASSAULTS,ASSAULTS,01/28/2012 03:24:00 AM,12 AV / E JEFFERSON ST,E,E3,8600.1017,-122.316781441,47.606201985,"(47.606201985, -122.316781441)"
719385,12000026522,201226522,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 03:39:00 AM,25XX BLOCK OF BOYER AVE E,C,C1,6100.2000,-122.315739429,47.642608157,"(47.642608157, -122.315739429)"
719401,12000026553,201226553,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 05:17:00 AM,OCCIDENTAL AV S / S WALKER ST,O,O2,9300.3015,-122.333267137,47.583981209,"(47.583981209, -122.333267137)"
719410,12000026371,201226371,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 06:28:00 AM,2XX BLOCK OF 6TH AVE N,D,D1,7200.1028,-122.34532308,47.636115732,"(47.636115732, -122.34532308)"
719427,12000026430,201226430,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 06:48:00 AM,4XX BLOCK OF MINOR AVE N,D,D2,7300.1010,-122.332996531,47.622544756,"(47.622544756, -122.332996531)"
719405,12000026578,201226578,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 08:17:00 AM,19XX BLOCK OF BOREN AVE,D,D2,7300.2011,-122.333368028,47.617329291,"(47.617329291, -122.333368028)"
719504,12000026698,201226698,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 11:11:00 AM,15XX BLOCK OF BOYLSTON AVE,E,E2,8400.1014,-122.323408495,47.614650576,"(47.614650576, -122.323408495)"
719535,12000026814,201226814,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 02:16:00 PM,20XX BLOCK OF 3RD AVE,M,M2,8002.1001,-122.341542602,47.612782411,"(47.612782411, -122.341542602)"
719775,12000026897,201226897,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 06:03:00 PM,52XX BLOCK OF RAINIER AVE S,R,R3,10300.5013,-122.219981301,47.497217286,"(47.497217286, -122.219981301)"
719691,12000026998,201226998,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 08:11:00 PM,48 AV S / S AUSTIN ST,S,S2,11101.3007,-122.272645695,47.53470713,"(47.53470713, -122.272645695)"
719821,12000027151,201227151,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 08:40:00 PM,20XX BLOCK OF 2ND AVE,M,M2,8002.1001,-122.35316205,47.618480049,"(47.618480049, -122.35316205)"
719930,12000027193,201227193,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 08:54:00 PM,4XX BLOCK OF 2ND AV ET S,K,K2,9200.2003,-122.331776968,47.601492929,"(47.601492929, -122.331776968)"
719905,12000027215,201227215,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 09:35:00 PM,15XX BLOCK OF 5TH AVE,K,K1,8100.2007,-122.336029062,47.611174928,"(47.611174928, -122.336029062)"
720084,12000027245,201227245,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/28/2012 10:20:00 PM,3XX BLOCK OF 2ND AV ET S,K,K2,9200.2021,-122.3308075,47.60046424,"(47.60046424, -122.3308075)"
719843,12000027098,201227098,049,"ASSAULTS, GANG RELATED ",ASSAULTS,ASSAULTS,01/28/2012 10:24:00 PM,87XX BLOCK OF 14TH AVE S,F,F3,11200.3012,-122.314931548,47.525167045,"(47.525167045, -122.314931548)"
719911,12000027282,201227282,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,01/28/2012 10:48:00 PM,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165513,47.616053298,"(47.616053298, -122.336165513)"
720059,12000027290,201227290,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 12:56:00 AM,32XX BLOCK OF NW 65TH ST,B,B2,3200.7016,-122.399705061,47.67578872,"(47.67578872, -122.399705061)"
719955,12000027358,201227358,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 01:00:00 AM,5XX BLOCK OF 3RD AVE,K,K2,8100.2035,-122.331082201,47.602412413,"(47.602412413, -122.331082201)"
720034,12000027529,201227529,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 02:29:00 AM,BOYLSTON AV / E PINE ST,E,E2,8400.1014,-122.323417654,47.615229688,"(47.615229688, -122.323417654)"
720074,12000027475,201227475,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 02:43:00 AM,1XX BLOCK OF OCCIDENTAL AVE S,K,K3,9200.2005,-122.332875212,47.601301161,"(47.601301161, -122.332875212)"
719970,12000027544,201227544,010,HOMICIDE,HOMICIDE,HOMICIDE,01/29/2012 03:23:00 AM,12 AV / E CHERRY ST,E,E2,8600.2003,-122.316781651,47.608058316,"(47.608058316, -122.316781651)"
720021,12000027556,201227556,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 03:41:00 AM,90XX BLOCK OF RAINIER AVE S,S,S3,11800.6014,-122.219981301,47.497217286,"(47.497217286, -122.219981301)"
720024,12000027418,201227418,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 03:53:00 AM,32XX BLOCK OF MARTIN LUTHER KING JR WAY S,R,R2,10000.1012,-122.296703924,47.57375123,"(47.57375123, -122.296703924)"
720054,12000027590,201227590,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,01/29/2012 04:06:00 AM,100XX BLOCK OF MARTIN LUTHER KING JR WAY S,S,S2,11700.4005,-122.27861207,47.510456054,"(47.510456054, -122.27861207)"
720082,12000027598,201227598,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 04:10:00 AM,7XX BLOCK OF NE 45TH ST,U,U2,5200.5004,-122.320250368,47.661315879,"(47.661315879, -122.320250368)"
720087,12000027528,201227528,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 04:31:00 AM,12 AV / E UNION ST,E,E2,7500.4011,-122.31673686,47.61288756,"(47.61288756, -122.31673686)"
720102,12000027579,201227579,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 06:22:00 AM,47XX BLOCK OF CALIFORNIA AVE SW,W,W2,10500.6005,-122.386803992,47.560215613,"(47.560215613, -122.386803992)"
720117,12000027621,201227621,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 06:37:00 AM,23XX BLOCK OF 4TH AVE,M,M2,7200.2019,-122.34458491,47.6157531,"(47.6157531, -122.34458491)"
1216722,12000027655,201227655,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 08:25:00 AM,30XX BLOCK OF S MYRTLE ST,O,O3,11000.3000,-122.293751048,47.538912489,"(47.538912489, -122.293751048)"
720348,12000027809,201227809,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 04:31:00 PM,18XX BLOCK OF NAGLE PL,C,C2,7500.5008,-122.320062753,47.618161285,"(47.618161285, -122.320062753)"
720353,12000027926,201227926,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 05:31:00 PM,30XX BLOCK OF S MYRTLE ST,O,O3,11000.3000,-122.293751048,47.538912489,"(47.538912489, -122.293751048)"
1216981,12000027936,201227936,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 05:32:00 PM,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165513,47.616053298,"(47.616053298, -122.336165513)"
720382,12000027982,201227982,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 07:06:00 PM,36XX BLOCK OF WOODLAND PARK AVE N,J,J3,5400.4009,-122.344010521,47.651626389,"(47.651626389, -122.344010521)"
720364,12000027945,201227945,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 07:14:00 PM,3 AV / PIKE ST,K,K1,8100.2010,-122.337793005,47.609748462,"(47.609748462, -122.337793005)"
720481,12000028106,201228106,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 09:15:00 PM,17XX BLOCK OF SUMMIT AVE,E,E1,7400.5009,-122.325552282,47.617040615,"(47.617040615, -122.325552282)"
720486,12000028052,201228052,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/29/2012 10:07:00 PM,N 125 ST / AURORA AV N,N,N1,402.2003,-122.344940802,47.719570093,"(47.719570093, -122.344940802)"
720550,12000028064,201228064,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,01/30/2012 01:47:00 AM,12XX BLOCK OF E JEFFERSON ST,E,E3,8600.1016,-122.316125603,47.606200256,"(47.606200256, -122.316125603)"
720524,12000028211,201228211,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 02:58:00 AM,6XX BLOCK OF STEWART ST,M,M2,7300.3031,-122.336584694,47.61395514,"(47.61395514, -122.336584694)"
720701,12000028454,201228454,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 10:39:00 AM,5XX BLOCK OF S CLOVERDALE ST,F,F3,11200.1006,-122.326892911,47.526477212,"(47.526477212, -122.326892911)"
720870,12000028681,201228681,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 01:41:00 PM,29XX BLOCK OF SW AVALON WAY,W,W1,9900.1012,-122.37076651,47.568425376,"(47.568425376, -122.37076651)"
720782,12000028690,201228690,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 03:17:00 PM,94XX BLOCK OF 30TH AVE SW,F,F2,11400.5003,-122.371391092,47.517730501,"(47.517730501, -122.371391092)"
721001,12000028878,201228878,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 06:16:00 PM,49XX BLOCK OF LEARY AVE NW,J,J2,4700.4012,-122.379465524,47.664411138,"(47.664411138, -122.379465524)"
720969,12000029022,201229022,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 06:43:00 PM,127XX BLOCK OF 30TH AVE NE,L,L1,200.2000,-122.29634728,47.72199624,"(47.72199624, -122.29634728)"
720939,12000028920,201228920,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 07:09:00 PM,MINOR AV / HOWELL ST,D,D2,7300.2019,-122.330560554,47.616838722,"(47.616838722, -122.330560554)"
720980,12000028924,201228924,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 07:54:00 PM,N 45 ST / WOODLAWN AV N,J,J3,5000.1013,-122.338564942,47.661384054,"(47.661384054, -122.338564942)"
721177,12000029043,201229043,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/30/2012 11:02:00 PM,5XX BLOCK OF 31ST AVE S,G,G3,8900.2001,-122.292438767,47.567750019,"(47.567750019, -122.292438767)"
721289,12000029034,201229034,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 12:35:00 AM,OCCIDENTAL AV S / S WASHINGTON ST,K,K3,9200.2014,-122.332878486,47.600879865,"(47.600879865, -122.332878486)"
721244,12000029253,201229253,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 01:40:00 AM,47XX BLOCK OF 12TH AVE NE,U,U3,5301.2003,-122.31541665,47.731693525,"(47.731693525, -122.31541665)"
721340,12000029496,201229496,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 06:45:00 AM,3 AV / PIKE ST,K,K1,8100.2010,-122.337793005,47.609748462,"(47.609748462, -122.337793005)"
722317,12000029709,201229709,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 11:28:00 AM,11XX BLOCK OF SUMMIT AVE,E,E2,8400.2004,-122.323897094,47.61133751,"(47.61133751, -122.323897094)"
722335,12000029408,201229408,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,01/31/2012 03:07:00 PM,137XX BLOCK OF MIDVALE AVE N,N,N1,300.3020,-122.343695612,47.72955825,"(47.72955825, -122.343695612)"
722336,12000029769,201229769,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 03:11:00 PM,7XX BLOCK OF N 35TH ST,J,J3,4900.2011,-122.348639583,47.650340312,"(47.650340312, -122.348639583)"
722571,12000029988,201229988,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 04:25:00 PM,92XX BLOCK OF 2ND AVE SW,F,F3,11300.1023,-122.336028117,47.520426644,"(47.520426644, -122.336028117)"
722442,12000030069,201230069,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 04:58:00 PM,14XX BLOCK OF N 45TH ST,J,J3,5000.1014,-122.339909535,47.66138572,"(47.66138572, -122.339909535)"
722603,12000030077,201230077,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 05:05:00 PM,15XX BLOCK OF 12TH AVE,C,C2,7500.4006,-122.316845009,47.614683851,"(47.614683851, -122.316845009)"
722713,12000029996,201229996,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 05:43:00 PM,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.33481777,47.61236845,"(47.61236845, -122.33481777)"
722393,12000030185,201230185,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 07:55:00 PM,2XX BLOCK OF NE 45TH ST,J,J3,5200.4007,-122.325643344,47.661346745,"(47.661346745, -122.325643344)"
722581,12000029975,201229975,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 08:18:00 PM,3 AV / PIKE ST,K,K1,8100.2010,-122.337793005,47.609748462,"(47.609748462, -122.337793005)"
722595,12000030262,201230262,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/31/2012 10:13:00 PM,39XX BLOCK OF 15TH AVE S,R,R2,10000.3006,-122.313450984,47.568119185,"(47.568119185, -122.313450984)"
721689,12000030352,201230352,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 06:13:00 AM,30XX BLOCK OF NE 45TH ST,U,U2,4300.2010,-122.294760854,47.661245507,"(47.661245507, -122.294760854)"
721657,12000030907,201230907,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 01:16:00 PM,14 AV SW / SW HOLDEN ST,F,F1,10800.1013,-122.352797046,47.534115967,"(47.534115967, -122.352797046)"
721588,12000030949,201230949,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,02/01/2012 02:32:00 PM,43XX BLOCK OF 5TH AVE NW,J,J2,4800.3006,-122.362937152,47.659482679,"(47.659482679, -122.362937152)"
721589,12000030823,201230823,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 02:43:00 PM,4XX BLOCK OF 10TH AVE,E,E3,8600.2005,-122.319414423,47.605705157,"(47.605705157, -122.319414423)"
721732,12000030942,201230942,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 02:47:00 PM,93XX BLOCK OF FOREST CT SW,W,W3,11600.4001,-122.385626666,47.518576989,"(47.518576989, -122.385626666)"
721592,12000031031,201231031,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 03:54:00 PM,6 AV / SENECA ST,K,K1,8200.3007,-122.331997618,47.608442967,"(47.608442967, -122.331997618)"
722091,12000031202,201231202,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 06:28:00 PM,2XX BLOCK OF UNIVERSITY ST,K,K1,8100.2011,-122.336531299,47.607531119,"(47.607531119, -122.336531299)"
721759,12000031112,201231112,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 06:42:00 PM,16XX BLOCK OF 19TH AVE,G,G1,7900.2002,-122.307426983,47.616000183,"(47.616000183, -122.307426983)"
721991,12000031337,201231337,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 09:48:00 PM,8XX BLOCK OF NE 125TH ST,L,L1,200.3002,-122.284859055,47.719211871,"(47.719211871, -122.284859055)"
721851,12000031305,201231305,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/01/2012 09:48:00 PM,77XX BLOCK OF 20TH AVE SW,F,F2,11400.1003,-122.35909893,47.532785146,"(47.532785146, -122.35909893)"
721441,12000031434,201231434,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 01:50:00 AM,42XX BLOCK OF E MADISON ST,C,C3,6300.1010,-122.278257561,47.63561763,"(47.63561763, -122.278257561)"
722994,12000031535,201231535,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 02:07:00 AM,45XX BLOCK OF 8TH AVE NE,U,U2,5200.5004,-122.319560818,47.662222033,"(47.662222033, -122.319560818)"
721548,12000031583,201231583,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 03:47:00 AM,5XX BLOCK OF NE NORTHGATE WAY,N,N3,1200.3003,-122.321918378,47.708585781,"(47.708585781, -122.321918378)"
721450,12000031544,201231544,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 06:24:00 AM,N 105 ST / MERIDIAN AV N,N,N3,1300.1008,-122.333931626,47.705034834,"(47.705034834, -122.333931626)"
721430,12000031567,201231567,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 07:57:00 AM,3XX BLOCK OF STEWART ST,M,M2,7200.1067,-122.339162164,47.6119615,"(47.6119615, -122.339162164)"
721388,12000031789,201231789,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 08:07:00 AM,22 AV / E CHERRY ST,G,G1,8700.1009,-122.303724358,47.608008443,"(47.608008443, -122.303724358)"
722871,12000031848,201231848,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 10:36:00 AM,BOREN AV / OLIVE WY,D,D2,8300.2001,-122.330731434,47.615449017,"(47.615449017, -122.330731434)"
722854,12000031954,201231954,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,02/02/2012 12:01:00 PM,RAINIER AV S / S GARDEN ST,R,R3,11101.1005,-122.270434958,47.5376416,"(47.5376416, -122.270434958)"
723064,12000032069,201232069,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 01:43:00 PM,50XX BLOCK OF 8TH AVE NE,U,U2,4500.1013,-122.319534382,47.666035675,"(47.666035675, -122.319534382)"
723175,12000032207,201232207,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 04:53:00 PM,23XX BLOCK OF 15TH AVE S,O,O1,9400.3027,-122.313401673,47.581998471,"(47.581998471, -122.313401673)"
723215,12000032379,201232379,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 08:01:00 PM,2XX BLOCK OF 5TH AVE N,D,D1,7200.1026,-122.347606813,47.62022747,"(47.62022747, -122.347606813)"
723287,12000032510,201232510,043,"ASSAULTS, FIREARM INVOLVED",GUN CALLS,ASSAULTS,02/02/2012 08:13:00 PM,1 AV S / S SPOKANE ST,O,O2,9300.3049,-122.334197921,47.571703907,"(47.571703907, -122.334197921)"
723971,12000032613,201232613,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/02/2012 11:46:00 PM,1XX BLOCK OF MELROSE AVE E,E,E1,7400.5003,-122.327853794,47.619038676,"(47.619038676, -122.327853794)"
723634,12000032764,201232764,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/03/2012 02:53:00 AM,N 125 ST / AURORA AV N,N,N1,402.2003,-122.344940802,47.719570093,"(47.719570093, -122.344940802)"
723708,12000032792,201232792,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/03/2012 05:49:00 AM,60XX BLOCK OF AIRPORT WAY S,O,O3,10900.2002,-122.316510557,47.548865397,"(47.548865397, -122.316510557)"
723712,12000032885,201232885,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,02/03/2012 07:08:00 AM,12XX BLOCK OF BIGELOW AVE N,D,D1,6700.3013,-122.350183507,47.630442492,"(47.630442492, -122.350183507)"
