CodeViolation,47.52908176,-122.2784343
CodeViolation,47.63250951,-122.3991528
CodeViolation,47.52372813,-122.3164843
CodeViolation,47.72524675,-122.3329894
CodeViolation,47.72524675,-122.3329894
CodeViolation,47.72524675,-122.3329894
CodeViolation,47.67892621,-122.4002779
CodeViolation,47.60677831,-122.2945927
CodeViolation,47.72456011,-122.3029951
CodeViolation,47.715784,-122.3686858
CodeViolation,47.54242987,-122.3208812
CodeViolation,47.52170351,-122.2639227
CodeViolation,47.67541056,-122.3326559
CodeViolation,47.53298402,-122.3554735
CodeViolation,47.63542241,-122.3713854
CodeViolation,47.66151173,-122.3323696
CodeViolation,47.66085355,-122.352456
CodeViolation,47.69321583,-122.3808616
CodeViolation,47.69321583,-122.3808616
CodeViolation,47.71534153,-122.2926235
CodeViolation,47.57760954,-122.3830406
CodeViolation,47.54465074,-122.3189447
CodeViolation,47.71697889,-122.3639698
CodeViolation,47.52084694,-122.364348
CodeViolation,47.55741626,-122.2678597
CodeViolation,47.6867124,-122.381435
CodeViolation,47.68288485,-122.2929224
CodeViolation,47.66232704,-122.3039565
CodeViolation,47.67328139,-122.3809891
CodeViolation,47.57448517,-122.409202
CodeViolation,47.61201734,-122.2838588
CodeViolation,47.51714313,-122.3936939
CodeViolation,47.7235584,-122.3471283
CodeViolation,47.66840878,-122.3310351
CodeViolation,47.52629468,-122.3621629
CodeViolation,47.57505379,-122.4097947
CodeViolation,47.69495289,-122.297245
CodeViolation,47.53324787,-122.3508497
CodeViolation,47.5364304,-122.3590714
CodeViolation,47.57448517,-122.409202
CodeViolation,47.68786479,-122.3614871
CodeViolation,,
CodeViolation,,
CodeViolation,47.65897643,-122.3357531
CodeViolation,47.68772991,-122.2845081
CodeViolation,47.51910486,-122.3726872
CodeViolation,47.62879543,-122.3000615
CodeViolation,47.63455955,-122.3706664
CodeViolation,47.57615449,-122.4150332
CodeViolation,47.69110983,-122.2909887
CodeViolation,47.57767836,-122.303089
CodeViolation,47.64291409,-122.3477686
CodeViolation,47.68836532,-122.3130499
CodeViolation,47.52289862,-122.3192707
CodeViolation,47.7263529,-122.3013951
CodeViolation,47.59265462,-122.3045746
CodeViolation,47.66457664,-122.3669541
CodeViolation,47.55325246,-122.2880388
CodeViolation,47.52798782,-122.3192111
CodeViolation,47.65226876,-122.3884283
CodeViolation,47.54610884,-122.3756392
CodeViolation,47.54789845,-122.3767933
CodeViolation,47.5343432,-122.3571173
CodeViolation,47.66206863,-122.3334869
CodeViolation,47.51905006,-122.3595005
CodeViolation,47.58429158,-122.3019841
CodeViolation,47.55094183,-122.3057822
CodeViolation,47.67924076,-122.2685091
CodeViolation,47.66398362,-122.3091862
CodeViolation,47.5252099,-122.362133
CodeViolation,47.55482838,-122.2746468
CodeViolation,47.53178341,-122.3216052
CodeViolation,47.69845911,-122.388457
CodeViolation,47.70855211,-122.3545995
CodeViolation,47.52086412,-122.3509975
CodeViolation,47.54526456,-122.3568987
CodeViolation,47.56969717,-122.3582587
CodeViolation,47.68288485,-122.2929224
CodeViolation,47.70057523,-122.3503445
CodeViolation,47.70039639,-122.3043876
CodeViolation,47.56533424,-122.3704603
CodeViolation,47.56482732,-122.3705753
CodeViolation,47.69131616,-122.3334414
CodeViolation,47.53348831,-122.3478316
CodeViolation,47.6757972,-122.3631657
CodeViolation,47.67598709,-122.3140068
CodeViolation,47.5643131,-122.2847664
CodeViolation,47.5643131,-122.2847664
CodeViolation,47.5643131,-122.2847664
CodeViolation,47.53521477,-122.3728402
CodeViolation,47.53565685,-122.3601119
CodeViolation,47.6911393,-122.371215
CodeViolation,47.72241356,-122.3008285
CodeViolation,47.53518871,-122.3601785
CodeViolation,47.53348831,-122.3478316
CodeViolation,47.55640797,-122.3759061
CodeViolation,47.54846062,-122.3753205
CodeViolation,47.57584379,-122.3743025
CodeViolation,47.56131217,-122.3918425
CodeViolation,47.59014507,-122.3141499
CodeViolation,47.59688392,-122.3102932
CodeViolation,47.60858648,-122.3112576
CodeViolation,47.58469603,-122.3077757
CodeViolation,47.53088757,-122.3923679
CodeViolation,47.67639751,-122.3710916
CodeViolation,47.54343463,-122.2977652
CodeViolation,47.52516297,-122.3613674
CodeViolation,47.59979509,-122.2983447
CodeViolation,,
CodeViolation,47.53896907,-122.3742613
CodeViolation,47.60605235,-122.3186861
CodeViolation,47.70835328,-122.3142678
CodeViolation,47.70835328,-122.3142678
CodeViolation,47.66044706,-122.3936978
CodeViolation,47.51084878,-122.3779492
CodeViolation,47.71250742,-122.3550567
CodeViolation,47.68511417,-122.3225643
CodeViolation,47.68159288,-122.3481638
CodeViolation,47.68159288,-122.3481638
CodeViolation,47.67519529,-122.3183973
CodeViolation,47.52220375,-122.3597636
CodeViolation,47.62297225,-122.2923357
CodeViolation,47.64123013,-122.3255348
CodeViolation,47.61983556,-122.3243543
CodeViolation,47.73311523,-122.294408
CodeViolation,47.55637038,-122.2829549
CodeViolation,47.5681875,-122.285818
CodeViolation,47.52585376,-122.2694249
CodeViolation,47.55354482,-122.2804035
CodeViolation,47.55354482,-122.2804035
CodeViolation,47.5263207,-122.3151303
CodeViolation,47.5263207,-122.3151303
CodeViolation,47.52611523,-122.3151968
CodeViolation,47.69742066,-122.3711586
CodeViolation,47.65399993,-122.3574103
